goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 16:48:29.029,206.201,10.00009,31.709
2021-06-30 16:48:40.277,205.80100000000002,10.600221,35.978
2021-06-30 16:48:52.130,205.654,7.800158,30.188
2021-06-30 16:49:01.177,205.851,10.800213,35.936
2021-06-30 16:49:13.230,206.435,9.60016,31.405
2021-06-30 16:49:24.078,205.80200000000002,11.800524,2.6740000000000004
2021-06-30 16:49:37.102,206.288,9.400341,33.370999999999995
2021-06-30 16:49:47.752,206.278,11.200111,1.611
2021-06-30 16:50:00.170,205.332,9.200114,32.554
2021-06-30 16:50:10.618,210.89,10.400119,34.991
2021-06-30 16:50:22.277,206.19299999999998,7.600292,23.515
2021-06-30 16:50:31.118,206.281,11.000334,1.385
